Record,Vendor,Job,Phase,Type,Status,Retention,Paid,InvoiceTotal,TotalPaid,Balance,NetDue,Period,LinkNum,BatchNum,PostingYear,Label
58657,345,130768,0,1,4,0,1460.2,1490,1490,0,0,0,108617,3775,2013,0
58661,284,130768,0,1,4,0,825.66,834,834,0,0,0,108621,3775,2013,0
58682,245,130768,104,1,4,0,558.36,564,564,0,0,0,108642,3775,2013,0
58683,245,130768,0,1,4,0,180.18,182,182,0,0,0,108643,3775,2013,0
58684,245,130768,0,1,4,0,16.27,16.43,16.43,0,0,0,108644,3775,2013,0
58685,245,130768,0,1,4,0,26.19,26.45,26.45,0,0,0,108645,3775,2013,0
58686,245,130768,0,1,4,0,508.17,513.3,513.3,0,0,0,108646,3775,2013,0
58687,245,130768,0,1,4,0,95.04,96,96,0,0,0,108647,3775,2013,0
58690,77,130768,0,1,4,0,390.4,433.78,433.78,0,0,0,108650,3775,2013,0
58691,77,130768,0,1,4,0,3023.24,3359.16,3359.16,0,0,0,108651,3775,2013,0
58692,77,130768,104,1,4,0,959.8,1066.44,1066.44,0,0,0,108652,3775,2013,0
58701,386,130768,0,1,4,0,3391.34,3391.34,3391.34,0,0,0,108661,3775,2013,0
58734,4,130768,0,1,4,0,150.38,150.38,150.38,0,0,0,108697,3776,2013,0
58735,4,130768,0,1,4,0,98.45,98.45,98.45,0,0,0,108698,3776,2013,0
58736,4,130768,0,1,4,0,62.94,62.94,62.94,0,0,0,108699,3776,2013,0
58737,4,130768,0,1,4,0,15.3,15.3,15.3,0,0,0,108700,3776,2013,0
58738,4,130768,0,1,4,0,204.03,204.03,204.03,0,0,0,108701,3776,2013,0
58809,345,130768,0,1,4,0,3983.9,4065.2,4065.2,0,0,0,108858,3779,2013,0
58810,284,130768,0,1,4,0,395.01,399,399,0,0,0,108859,3779,2013,0
58827,1194,130768,0,1,4,0,131.4,131.4,131.4,0,0,0,108876,3779,2013,0
58831,4,130768,105,1,4,0,19.51,19.51,19.51,0,0,0,108880,3779,2013,0
58832,4,130768,0,1,4,0,120.85,120.85,120.85,0,0,0,108881,3779,2013,0
58839,1582,130768,0,1,4,0,13340,13340,13340,0,0,0,108888,3779,2013,0
58843,217,130768,0,1,4,0,729.82,729.82,729.82,0,0,0,108892,3779,2013,0
58854,345,130768,0,1,4,0,68.16,69.55,69.55,0,0,0,108971,3780,2013,0
58855,284,130768,0,1,4,0,211.46,213.6,213.6,0,0,0,108972,3780,2013,0
58856,284,130768,0,1,4,0,491.83,496.8,496.8,0,0,0,108973,3780,2013,0
58872,245,130768,0,1,4,0,89.45,90.35,90.35,0,0,0,108989,3780,2013,0
58873,245,130768,0,1,4,0,63.58,64.22,64.22,0,0,0,108990,3780,2013,0
58874,245,130768,104,1,4,0,650.31,656.88,656.88,0,0,0,108991,3780,2013,0
58877,77,130768,0,1,4,0,377.5,419.44,419.44,0,0,0,108994,3780,2013,0
58882,217,130768,0,1,4,0,2244.07,2244.07,2244.07,0,0,0,108999,3780,2013,0
58971,4,130768,0,1,4,0,9.37,9.37,9.37,0,0,0,109111,3784,2013,0
58972,4,130768,105,1,4,0,48.45,48.45,48.45,0,0,0,109112,3784,2013,0
58973,4,130768,0,1,4,0,21.15,21.15,21.15,0,0,0,109113,3784,2013,0
59039,180,130768,0,1,4,0,323.65,323.65,323.65,0,0,0,109207,0,2013,0
59085,1596,130768,0,1,4,0,775,775,775,0,0,0,109299,0,2013,0
59148,546,130768,0,1,4,0,725,725,725,0,0,0,109471,3786,2013,0
59162,539,130768,102,1,4,0,1205.79,1230.4,1230.4,0,0,0,109486,3786,2013,0
59164,217,130768,0,1,4,0,1427.15,1427.15,1427.15,0,0,0,109488,3786,2013,0
59165,217,130768,0,1,4,0,404.7,404.7,404.7,0,0,0,109489,3786,2013,0
59172,319,130768,0,1,4,0,179.42,179.42,179.42,0,0,0,109496,3786,2013,0
59185,345,130768,0,1,5,0,0,281.12,0,281.12,281.12,0,109567,3788,2013,0
59186,345,130768,0,1,4,0,275.5,281.12,281.12,0,0,0,109568,3788,2013,0
59187,345,130768,0,1,4,0,599.02,611.25,611.25,0,0,0,109569,3788,2013,0
59188,345,130768,0,1,4,0,4897.35,4997.3,4997.3,0,0,0,109570,3788,2013,0
59189,345,130768,0,1,4,0,323.11,329.7,329.7,0,0,0,109571,3788,2013,0
59190,345,130768,0,1,4,0,249.9,255,255,0,0,0,109572,3788,2013,0
59206,3,130768,104,1,4,0,26.53,26.8,26.8,0,0,0,109588,3788,2013,0
59211,405,130768,0,1,4,0,1635,1635,1635,0,0,0,109593,3788,2013,0
59212,405,130768,0,1,4,0,1767.9,1767.9,1767.9,0,0,0,109594,3788,2013,0
59217,4,130768,6,1,4,0,1165.94,1165.94,1165.94,0,0,0,109599,3788,2013,0
59225,245,130768,0,1,4,0,165.73,167.4,167.4,0,0,0,109614,3788,2013,0
59226,245,130768,0,1,4,0,154.44,156,156,0,0,0,109615,3788,2013,0
59227,245,130768,0,1,4,0,275.22,278,278,0,0,0,109616,3788,2013,0
59228,245,130768,0,1,4,0,246.71,249.2,249.2,0,0,0,109617,3788,2013,0
59229,245,130768,102,1,4,0,72.27,73,73,0,0,0,109618,3788,2013,0
59234,77,130768,104,1,4,0,67.41,74.9,74.9,0,0,0,109628,3788,2013,0
59235,77,130768,104,1,4,0,-91.01,-91.01,-91.01,0,0,0,109629,3788,2013,0
59275,4,130768,104,1,4,0,127.2,127.2,127.2,0,0,0,109736,3789,2013,0
59276,4,130768,0,1,4,0,399.7,399.7,399.7,0,0,0,109737,3789,2013,0
59277,4,130768,0,1,4,0,58.75,58.75,58.75,0,0,0,109738,3789,2013,0
59278,4,130768,0,1,4,0,54.5,54.5,54.5,0,0,0,109739,3789,2013,0
59279,4,130768,0,1,4,0,111.91,111.91,111.91,0,0,0,109740,3789,2013,0
59280,4,130768,0,1,4,0,15.19,15.19,15.19,0,0,0,109741,3789,2013,0
59329,648,130768,900,1,4,0,2167.75,2167.75,2167.75,0,0,0,109856,3791,2013,0
59335,345,130768,0,1,4,0,2432.75,2482.4,2482.4,0,0,0,109909,3792,2013,0
59337,345,130768,0,1,4,0,921.98,940.8,940.8,0,0,0,109911,3792,2013,0
59339,345,130768,2,1,4,0,1999.2,2040,2040,0,0,0,109916,3792,2013,0
59340,345,130768,0,1,4,0,1255.58,1281.2,1281.2,0,0,0,109917,3792,2013,0
59341,345,130768,0,1,4,0,697.32,711.55,711.55,0,0,0,109918,3792,2013,0
59360,3,130768,0,1,4,0,106.88,107.96,107.96,0,0,0,109937,3792,2013,0
59361,3,130768,0,1,4,0,186.67,188.56,188.56,0,0,0,109938,3792,2013,0
59372,245,130768,0,1,4,0,130.09,131.4,131.4,0,0,0,109949,3792,2013,0
59374,1582,130768,0,1,4,0,17750,17750,17750,0,0,0,109952,3792,2013,0
59380,217,130768,0,1,4,0,200,200,200,0,0,0,109958,3792,2013,0
59381,217,130768,0,1,4,0,994.7,994.7,994.7,0,0,0,109959,3792,2013,0
59382,217,130768,0,1,4,0,25,25,25,0,0,0,109960,3792,2013,0
59391,577,130768,0,1,4,0,5184,5184,5184,0,0,0,109969,3792,2013,0
59392,577,130768,0,1,4,0,21013.34,21013.34,21013.34,0,0,0,109970,3792,2013,0
59429,4,130768,8,1,4,0,50.7,50.7,50.7,0,0,0,110016,3793,2013,0
59430,4,130768,0,1,4,0,44.91,44.91,44.91,0,0,0,110017,3793,2013,0
59431,4,130768,0,1,4,0,21.29,21.29,21.29,0,0,0,110018,3793,2013,0
59532,106,130768,900,1,4,0,18.02,18.02,18.02,0,0,0,110149,0,2013,0
59533,1632,130768,900,1,4,0,586.29,586.29,586.29,0,0,0,110151,0,2013,0
59576,3,130768,0,1,4,0,105.26,106.32,106.32,0,0,0,110346,3796,2014,0
59579,1174,130768,0,1,4,0,223.44,228,228,0,0,0,110349,3796,2014,0
59580,284,130768,0,1,4,0,691.95,698.94,698.94,0,0,0,110350,3797,2013,0
59589,4,130768,0,1,4,0,449.13,449.13,449.13,0,0,0,110359,3797,2013,0
59601,539,130768,102,1,4,0,314.7,321.12,321.12,0,0,0,110371,3797,2013,0
59602,245,130768,0,1,4,0,29.7,30,30,0,0,0,110372,3797,2013,0
59606,4,149999,5616,1,5,0,0,16.42,0,16.42,16.42,0,110380,3798,2014,0
59613,4,140001,0,1,4,0,92.97,92.97,92.97,0,0,0,110388,3799,2014,0
59614,4,140001,0,1,4,0,-13.29,-13.29,-13.29,0,0,0,110389,3799,2014,0
59615,4,140001,0,1,4,0,-13.28,-13.28,-13.28,0,0,0,110390,3799,2014,0
59616,4,140001,0,1,4,0,-13.28,-13.28,-13.28,0,0,0,110391,3799,2014,0
59617,4,140001,0,1,4,0,-13.28,-13.28,-13.28,0,0,0,110392,3799,2014,0
59618,4,140001,0,1,4,0,-13.28,-13.28,-13.28,0,0,0,110393,3799,2014,0
59619,4,140001,0,1,4,0,-13.28,-13.28,-13.28,0,0,0,110394,3799,2014,0
59620,4,140001,0,1,4,0,-13.28,-13.28,-13.28,0,0,0,110395,3799,2014,0
59642,4,130768,0,1,4,0,131.72,131.72,131.72,0,0,0,110421,3800,2013,0
59643,4,130768,7,1,4,0,116.38,116.38,116.38,0,0,0,110422,3800,2013,0
59644,4,130768,0,1,4,0,102.32,102.32,102.32,0,0,0,110423,3800,2013,0
59645,4,130768,104,1,4,0,176.27,176.27,176.27,0,0,0,110424,3800,2013,0
59646,4,130768,0,1,4,0,54.68,54.68,54.68,0,0,0,110425,3800,2013,0
59676,4,140001,2,1,4,0,30.44,30.44,30.44,0,0,0,110455,3801,2014,0
59684,4,130768,0,1,4,0,355.4,355.4,355.4,0,0,0,110463,3801,2014,0
59685,4,130768,0,1,4,0,-64,-64,-64,0,0,0,110464,3801,2014,0
59686,4,130768,0,1,4,0,249.6,249.6,249.6,0,0,0,110465,3801,2014,0
59693,4,149999,5616,1,4,0,16.42,16.42,16.42,0,0,0,110472,3798,2014,0
59710,345,130768,0,1,4,0,405.42,413.7,413.7,0,0,0,110567,3803,2014,0
59711,345,130768,0,1,4,0,428.36,437.1,437.1,0,0,0,110568,3803,2014,0
59721,386,130768,0,1,4,0,3716.5,3716.5,3716.5,0,0,0,110578,3803,2014,0
59732,4,130768,0,1,4,0,155.7,155.7,155.7,0,0,0,110592,3803,2013,0
59739,217,130768,0,1,4,0,696.45,696.45,696.45,0,0,0,110600,3803,2013,0
59748,648,130768,900,1,4,0,-104.59,-104.59,-104.59,0,0,0,110646,3791,2014,0
59751,284,130768,0,1,4,0,3843.5,3843.5,3843.5,0,0,0,110662,3804,2013,0
59766,1108,130768,0,1,4,0,45.42,45.42,45.42,0,0,0,110677,3805,2014,0
59770,345,130768,0,1,4,0,88.49,90.3,90.3,0,0,0,110681,3806,2014,0
59771,345,130768,0,1,4,0,2651.97,2704.2,2704.2,0,0,0,110682,3806,2014,0
59790,3,130768,0,1,4,0,114.62,115.78,115.78,0,0,0,110701,3806,2014,0
59793,405,130768,0,1,4,0,69,69,69,0,0,0,110704,3806,2014,0
59798,539,130768,104,1,4,0,2380.22,2428.8,2428.8,0,0,0,110709,3806,2014,0
59801,245,130768,0,1,4,0,293.69,296.66,296.66,0,0,0,110712,3806,2014,0
59807,217,130768,0,1,4,0,4587.4,4587.4,4587.4,0,0,0,110718,3806,2014,0
59848,4,130768,0,1,4,0,354.8,354.8,354.8,0,0,0,110774,3808,2014,0
59849,4,130768,108,1,4,0,8.73,8.73,8.73,0,0,0,110775,3808,2014,0
59850,4,130768,0,1,4,0,319.08,319.08,319.08,0,0,0,110776,3808,2014,0
59851,4,130768,0,1,4,0,24.85,24.85,24.85,0,0,0,110777,3808,2014,0
59900,4,149999,130675,1,4,0,32.47,32.47,32.47,0,0,0,110826,3808,2014,0
59901,4,149999,130675,1,4,0,48,48,48,0,0,0,110827,3808,2014,0
59902,4,149999,130675,1,4,0,43.72,43.72,43.72,0,0,0,110828,3808,2014,0
59903,4,149999,130675,1,4,0,7.06,7.06,7.06,0,0,0,110829,3808,2014,0
59942,180,130768,0,1,4,0,323.65,323.65,323.65,0,0,0,110902,0,2014,0
59975,359,130768,0,1,4,0,90,90,90,0,0,0,111090,3813,2014,0
59976,359,130768,0,1,4,0,116.05,116.05,116.05,0,0,0,111091,3813,2014,0
59979,345,130768,0,1,4,0,6.1,6.1,6.1,0,0,0,111094,3813,2014,0
60004,405,130768,0,1,4,0,385.35,385.35,385.35,0,0,0,111119,3813,2014,0
60006,405,130768,0,1,4,0,742.55,742.55,742.55,0,0,0,111121,3813,2014,0
60008,125,140001,2,1,4,0,136.32,136.32,136.32,0,0,0,111123,3813,2014,0
60010,125,140001,2,1,4,0,135.95,135.95,135.95,0,0,0,111125,3813,2014,0
60011,125,140001,2,1,4,0,135.95,135.95,135.95,0,0,0,111126,3813,2014,0
60015,1194,130768,0,1,4,0,135.78,135.78,135.78,0,0,0,111130,3813,2014,0
60020,4,149999,130675,1,4,0,37.94,37.94,37.94,0,0,0,111135,3814,2014,0
60021,4,149999,130675,1,4,0,30.29,30.29,30.29,0,0,0,111136,3814,2014,0
60026,4,130768,0,1,4,0,2738.44,2738.44,2738.44,0,0,0,111141,3814,2014,0
60036,245,130768,0,1,4,0,154.44,156,156,0,0,0,111151,3814,2014,0
60037,245,130768,0,1,4,0,4.6,4.65,4.65,0,0,0,111152,3814,2014,0
60038,245,130768,0,1,4,0,645.79,652.31,652.31,0,0,0,111153,3814,2014,0
60046,77,130768,0,1,4,0,224,248.89,248.89,0,0,0,111161,3814,2014,0
60048,217,130768,0,1,4,0,1304.07,1304.07,1304.07,0,0,0,111163,3814,2014,0
60051,319,130768,0,1,4,0,179.42,179.42,179.42,0,0,0,111166,3814,2014,0
60100,4,130768,0,1,4,0,93.67,93.67,93.67,0,0,0,111294,3816,2014,0
60101,4,130768,102,1,4,0,109.37,109.37,109.37,0,0,0,111295,3816,2014,0
60146,4,149999,130675,1,5,0,0,30.29,0,30.29,30.29,0,111340,3816,2014,0
60206,4,140001,2,1,4,0,40.32,40.32,40.32,0,0,0,111476,3818,2014,0
60228,1108,130768,7,1,4,0,267.77,267.77,267.77,0,0,0,111498,3819,2014,0
60229,345,130768,0,1,4,0,3821.25,3897.6,3897.6,0,0,0,111499,3819,2014,0
60230,284,130768,0,1,4,0,2358.58,2382.4,2382.4,0,0,0,111500,3819,2014,0
60231,284,130768,0,1,4,0,728.54,735.9,735.9,0,0,0,111501,3819,2014,0
60232,284,130768,0,1,4,0,992.26,1002.28,1002.28,0,0,0,111502,3819,2014,0
60233,3,149999,6690,1,4,0,19.13,19.31,19.31,0,0,0,111503,3819,2014,0
60235,3,130768,0,1,4,0,152.89,154.43,154.43,0,0,0,111505,3819,2014,0
60237,3,130768,113,1,4,0,86.25,87.12,87.12,0,0,0,111507,3819,2014,0
60238,405,130768,0,1,4,0,197.5,197.5,197.5,0,0,0,111508,3819,2014,0
60239,405,130768,0,1,4,0,937.5,937.5,937.5,0,0,0,111509,3819,2014,0
60240,4,130768,0,1,4,0,1557.85,1557.85,1557.85,0,0,0,111510,3819,2014,0
60242,245,130768,0,1,4,0,135.87,137.24,137.24,0,0,0,111512,3819,2014,0
60243,245,130768,101,1,4,0,394.6,398.59,398.59,0,0,0,111513,3819,2014,0
60244,245,130768,0,1,4,0,386.1,390,390,0,0,0,111514,3819,2014,0
60245,77,130768,104,1,4,0,296.62,329.58,329.58,0,0,0,111515,3819,2014,0
60246,217,130768,0,1,4,0,2966.42,2966.42,2966.42,0,0,0,111516,3819,2014,0
60247,217,130768,0,1,4,0,947.72,947.72,947.72,0,0,0,111517,3819,2014,0
60250,577,130768,0,1,4,0,169.85,169.85,169.85,0,0,0,111520,3819,2014,0
60261,4,149999,130737,1,4,0,26.03,26.03,26.03,0,0,0,111531,3821,2014,0
60288,4,130768,104,1,4,0,36.92,36.92,36.92,0,0,0,111558,3821,2014,0
60289,4,130768,0,1,4,0,21.87,21.87,21.87,0,0,0,111559,3821,2014,0
60290,4,130768,0,1,4,0,76.26,76.26,76.26,0,0,0,111560,3821,2014,0
60291,4,130768,7,1,4,0,24.22,24.22,24.22,0,0,0,111561,3821,2014,0
60292,4,130768,0,1,4,0,235.15,235.15,235.15,0,0,0,111562,3821,2014,0
60293,4,130768,113,1,4,0,10.91,10.91,10.91,0,0,0,111563,3821,2014,0
60294,4,130768,104,1,4,0,76.62,76.62,76.62,0,0,0,111564,3821,2014,0
60310,4,140001,2,1,4,0,10.84,10.84,10.84,0,0,0,111580,3821,2014,0
60311,4,140001,0,1,4,0,21.87,21.87,21.87,0,0,0,111581,3821,2014,0
60375,8,130768,6,1,4,0,69.02,69.02,69.02,0,0,0,111740,0,2014,0
60403,1108,130768,0,1,4,0,31.74,31.74,31.74,0,0,0,111830,3825,2014,0
60408,345,130768,0,1,4,0,1282.31,1308.48,1308.48,0,0,0,111835,3825,2014,0
60409,345,130768,0,1,4,0,2620.52,2674,2674,0,0,0,111836,3825,2014,0
60410,345,130768,0,1,4,0,1399.47,1426.4,1426.4,0,0,0,111837,3825,2014,0
60411,284,130768,0,1,4,0,443.87,448.35,448.35,0,0,0,111838,3825,2014,0
60412,284,130768,0,1,4,0,18.31,18.5,18.5,0,0,0,111839,3825,2014,0
60436,405,130768,0,1,4,0,1241.95,1241.95,1241.95,0,0,0,111863,3826,2014,0
60443,4,130768,104,1,4,0,94.02,94.02,94.02,0,0,0,111870,3826,2014,0
60446,245,130768,0,1,4,0,49.5,50,50,0,0,0,111873,3826,2014,0
60447,245,130768,0,1,4,0,320.01,323.24,323.24,0,0,0,111874,3826,2014,0
60448,245,130768,0,1,4,0,483.12,488,488,0,0,0,111875,3826,2014,0
60449,245,130768,0,1,4,0,6.88,6.95,6.95,0,0,0,111876,3826,2014,0
60455,77,130768,101,1,4,0,152,168.89,168.89,0,0,0,111882,3826,2014,0
60456,77,130768,104,1,4,0,3124,3471.11,3471.11,0,0,0,111883,3826,2014,0
60458,77,130768,104,1,4,0,196.64,218.49,218.49,0,0,0,111885,3826,2014,0
60459,77,130768,101,1,4,0,793.6,881.78,881.78,0,0,0,111886,3826,2014,0
60476,577,130768,0,1,4,0,29280.68,29280.68,29280.68,0,0,0,111903,3826,2014,0
60478,4,130768,0,1,4,0,19.95,19.95,19.95,0,0,0,111905,3826,2014,0
60483,4,149999,130410,1,4,0,29.96,29.96,29.96,0,0,0,111910,3827,2014,0
60484,4,149999,130861,1,4,0,99.93,99.93,99.93,0,0,0,111911,3827,2014,0
60495,4,130768,0,1,4,0,351.24,351.24,351.24,0,0,0,111923,3827,2014,0
60496,4,130768,0,1,4,0,252.58,252.58,252.58,0,0,0,111924,3827,2014,0
60497,4,130768,0,1,4,0,40.54,40.54,40.54,0,0,0,111925,3827,2014,0
60498,4,130768,114,1,4,0,186.12,186.12,186.12,0,0,0,111926,3827,2014,0
60499,4,130768,0,1,4,0,4.35,4.35,4.35,0,0,0,111927,3827,2014,0
60500,4,130768,0,1,4,0,47.8,47.8,47.8,0,0,0,111928,3827,2014,0
60501,4,130768,0,1,4,0,134.26,134.26,134.26,0,0,0,111929,3827,2014,0
60578,180,130768,0,1,4,0,323.65,323.65,323.65,0,0,0,112095,0,2014,0
60629,608,149998,4,1,4,0,42,42,42,0,0,0,112214,3829,2014,0
60643,245,149999,130240,1,4,0,329.93,329.93,329.93,0,0,0,112286,3826,2014,0
60646,345,130768,0,1,4,0,2797.31,2854.4,2854.4,0,0,0,112289,3830,2014,0
60653,4,130768,114,1,4,0,403.94,403.94,403.94,0,0,0,112296,3830,2014,0
60660,1582,130768,0,1,4,0,19836.4,19836.4,19836.4,0,0,0,112305,3830,2014,0
60661,77,130768,0,1,4,0,852,946.67,946.67,0,0,0,112306,3830,2014,0
60671,345,130768,0,1,4,0,7419.71,7569.5,7569.5,0,0,0,112320,3831,2014,0
60693,590,149999,130431,1,4,0,75.98,75.98,75.98,0,0,0,112343,3831,2014,0
60704,386,130768,0,1,4,0,5818.4,5818.4,5818.4,0,0,0,112354,3831,2014,0
60761,345,130768,108,1,5,0,0,96.75,0,96.75,96.75,0,112484,3833,2014,0
60762,345,130768,0,1,4,0,740.18,753.9,753.9,0,0,0,112485,3833,2014,0
60769,405,130768,0,1,4,0,1046.9,1046.9,1046.9,0,0,0,112493,3833,2014,0
60771,245,130768,0,1,4,0,204.88,204.88,204.88,0,0,0,112495,3833,2014,0
60777,1194,130768,0,1,4,0,135.78,135.78,135.78,0,0,0,112518,3835,2014,0
60803,546,130768,4,1,4,0,1200,1200,1200,0,0,0,112544,3837,2014,0
60804,4,130768,0,1,4,0,139.03,139.03,139.03,0,0,0,112545,3838,2014,0
60805,4,130768,0,1,4,0,-139.03,-139.03,-139.03,0,0,0,112546,3838,2014,0
60807,217,130768,0,1,4,0,392,392,392,0,0,0,112548,3837,2014,0
