Record,Vendor,Job,Phase,Type,Status,Retention,Paid,InvoiceTotal,TotalPaid,Balance,NetDue,Period,LinkNum,BatchNum,PostingYear,Label
132688,4,180671,0,1,4,0,64.68,64.68,64.68,0,0,9,264410,0,2018,0
132689,4,180671,0,1,4,0,63.04,63.04,63.04,0,0,9,264412,0,2018,0
132690,4,180671,0,1,4,0,47.66,47.66,47.66,0,0,9,264414,0,2018,0
132691,4,180671,0,1,4,0,43.58,43.58,43.58,0,0,9,264416,0,2018,0
132692,4,180115,109,1,4,0,3.5,3.5,3.5,0,0,9,264418,0,2018,0
132693,4,180541,0,1,4,0,7.1,7.1,7.1,0,0,9,264420,0,2018,0
132694,4,180470,0,1,4,0,-135.04,-135.04,-135.04,0,0,9,264422,0,2018,0
132695,4,180545,0,1,4,0,119.76,119.76,119.76,0,0,9,264424,0,2018,0
132696,4,180545,0,1,4,0,49.98,49.98,49.98,0,0,9,264426,0,2018,0
132697,4,180545,0,1,4,0,48.05,48.05,48.05,0,0,9,264428,0,2018,0
132698,4,180619,0,1,4,0,11.42,11.42,11.42,0,0,9,264430,0,2018,0
132699,4,180619,0,1,4,0,55.9,55.9,55.9,0,0,9,264432,0,2018,0
132700,4,170771,0,1,4,0,26.84,26.84,26.84,0,0,9,264435,0,2018,0
132701,4,170771,0,1,4,0,57.12,57.12,57.12,0,0,9,264437,0,2018,0
132702,4,180545,0,1,4,0,109.63,109.63,109.63,0,0,9,264439,0,2018,0
132703,4,180545,0,1,4,0,24.07,24.07,24.07,0,0,9,264441,0,2018,0
132704,4,180544,0,1,4,0,138.79,138.79,138.79,0,0,9,264443,0,2018,0
132705,4,180315,912,1,4,0,32.9,32.9,32.9,0,0,9,264445,0,2018,0
132706,4,180315,912,1,4,0,30.46,30.46,30.46,0,0,9,264447,0,2018,0
132707,4,180315,0,1,4,0,10.97,10.97,10.97,0,0,9,264449,0,2018,0
132708,4,180315,912,1,4,0,9.87,9.87,9.87,0,0,9,264451,0,2018,0
132709,4,180191,0,1,4,0,33.16,33.16,33.16,0,0,9,264453,0,2018,0
132710,4,0,0,1,4,0,66.21,66.21,66.21,0,0,9,264455,0,2018,0
132711,4,0,0,1,4,0,13.87,13.87,13.87,0,0,9,264457,0,2018,0
132712,4,180312,0,1,4,0,17.59,17.59,17.59,0,0,9,264459,0,2018,0
132713,4,180312,0,1,4,0,73.11,73.11,73.11,0,0,9,264461,0,2018,0
132714,284,180659,0,1,4,0,155.13,156.7,156.7,0,0,9,264463,6231,2018,0
132715,97,180115,0,1,4,0,54.4,55.51,55.51,0,0,9,264464,6231,2018,0
132716,28,180547,0,1,4,0,144.69,144.69,144.69,0,0,9,264465,6231,2018,0
132717,1213,0,0,1,4,0,6794.06,6794.06,6794.06,0,0,9,264495,0,2018,0
132718,2897,0,0,1,4,0,1872.52,1872.52,1872.52,0,0,11,264503,0,2018,0
132719,2897,0,0,1,5,0,0,1872.52,0,1872.52,1872.52,12,264504,0,2018,0
132720,2897,0,0,1,4,0,1872.52,1872.52,1872.52,0,0,10,264505,0,2018,0
132721,2898,170771,0,1,4,0,2475.22,2475.22,2475.22,0,0,9,264506,6232,2018,0
132722,4,180315,912,1,4,0,204.57,204.57,204.57,0,0,9,264517,0,2018,0
132723,4,180315,0,1,4,0,200.49,200.49,200.49,0,0,9,264520,0,2018,0
132724,4,180536,0,1,4,0,48.94,48.94,48.94,0,0,9,264522,0,2018,0
132725,4,180514,0,1,4,0,32.11,32.11,32.11,0,0,9,264525,0,2018,0
132726,4,180545,0,1,4,0,49.97,49.97,49.97,0,0,9,264527,0,2018,0
132727,4,180545,0,1,4,0,24.54,24.54,24.54,0,0,9,264529,0,2018,0
132728,4,180544,0,1,4,0,69.75,69.75,69.75,0,0,9,264531,0,2018,0
132729,4,180517,0,1,4,0,5.6,5.6,5.6,0,0,9,264533,0,2018,0
132730,4,180538,0,1,4,0,73.48,73.48,73.48,0,0,9,264535,0,2018,0
132731,4,180692,0,1,4,0,16.49,16.49,16.49,0,0,9,264537,0,2018,0
132732,4,180561,2,1,4,0,28.9,28.9,28.9,0,0,9,264544,0,2018,0
132733,4,180655,0,1,4,0,13.98,13.98,13.98,0,0,9,264546,0,2018,0
132734,4,180512,0,1,4,0,10.98,10.98,10.98,0,0,9,264548,0,2018,0
132735,4,180512,1,1,4,0,197.24,197.24,197.24,0,0,9,264550,0,2018,0
132736,4,180618,0,1,4,0,-301.79,-301.79,-301.79,0,0,9,264552,0,2018,0
132737,4,180536,0,1,4,0,6.74,6.74,6.74,0,0,9,264554,0,2018,0
132738,4,180703,0,1,4,0,9.24,9.24,9.24,0,0,9,264556,0,2018,0
132739,4,180315,0,1,4,0,171.94,171.94,171.94,0,0,9,264558,0,2018,0
132740,4,180470,0,1,4,0,10.38,10.38,10.38,0,0,9,264560,0,2018,0
132741,4,180538,0,1,4,0,56.24,56.24,56.24,0,0,9,264562,0,2018,0
132742,4,180538,0,1,4,0,31.48,31.48,31.48,0,0,9,264564,0,2018,0
132743,4,180538,0,1,4,0,18.47,18.47,18.47,0,0,9,264566,0,2018,0
132744,4,180538,0,1,4,0,11.88,11.88,11.88,0,0,9,264568,0,2018,0
132745,4,180538,0,1,4,0,44.4,44.4,44.4,0,0,9,264570,0,2018,0
132746,4,180437,6,1,4,0,-28.29,-28.29,-28.29,0,0,9,264572,0,2018,0
132747,4,180437,6,1,4,0,28.7,28.7,28.7,0,0,9,264574,0,2018,0
132748,4,180655,0,1,4,0,36.01,36.01,36.01,0,0,9,264576,0,2018,0
132749,4,180655,0,1,4,0,132.97,132.97,132.97,0,0,9,264578,0,2018,0
132750,4,0,0,1,4,0,90.73,90.73,90.73,0,0,9,264580,0,2018,0
132751,4,180315,0,1,4,0,335.14,335.14,335.14,0,0,9,264582,0,2018,0
132752,4,180315,0,1,4,0,22.75,22.75,22.75,0,0,9,264584,0,2018,0
132753,4,2018083001,0,1,4,0,48.52,48.52,48.52,0,0,9,264586,0,2018,0
132754,4,2018083001,0,1,4,0,57.94,57.94,57.94,0,0,9,264588,0,2018,0
132755,4,2018083001,0,1,4,0,-11.08,-11.08,-11.08,0,0,9,264590,0,2018,0
132756,4,180379,0,1,4,0,23.34,23.34,23.34,0,0,9,264592,0,2018,0
132757,4,180691,0,1,4,0,44.24,44.24,44.24,0,0,9,264594,0,2018,0
132758,4,180691,0,1,4,0,14.94,14.94,14.94,0,0,9,264596,0,2018,0
132759,4,180691,0,1,4,0,16.83,16.83,16.83,0,0,9,264598,0,2018,0
132760,4,180641,0,1,4,0,16.34,16.34,16.34,0,0,9,264600,0,2018,0
132761,4,180536,0,1,4,0,32.91,32.91,32.91,0,0,9,264602,0,2018,0
132762,4,170771,0,1,4,0,133.74,133.74,133.74,0,0,9,264604,0,2018,0
132763,4,180536,0,1,4,0,64.01,64.01,64.01,0,0,9,264606,0,2018,0
132764,4,170771,0,1,4,0,1250.94,1250.94,1250.94,0,0,9,264608,0,2018,0
132765,4,180538,0,1,4,0,-35.15,-35.15,-35.15,0,0,9,264610,0,2018,0
132766,4,180538,0,1,4,0,76.77,76.77,76.77,0,0,9,264612,0,2018,0
132767,4,180538,0,1,4,0,23.04,23.04,23.04,0,0,9,264614,0,2018,0
132768,4,180562,0,1,4,0,184.33,184.33,184.33,0,0,9,264616,0,2018,0
132769,4,180563,0,1,4,0,1.18,1.18,1.18,0,0,9,264618,0,2018,0
132770,4,170425,0,1,4,0,8.22,8.22,8.22,0,0,9,264620,0,2018,0
132771,4,170771,0,1,4,0,935.43,935.43,935.43,0,0,9,264622,0,2018,0
132772,4,180312,0,1,4,0,147.59,147.59,147.59,0,0,9,264624,0,2018,0
132773,4,180092,0,1,4,0,-64.56,-64.56,-64.56,0,0,9,264626,0,2018,0
132774,4,180563,0,1,4,0,58,58,58,0,0,9,264628,0,2018,0
132775,4,180563,0,1,4,0,32.96,32.96,32.96,0,0,9,264630,0,2018,0
132776,4,180312,5,1,4,0,20.12,20.12,20.12,0,0,9,264632,0,2018,0
132777,4,180312,0,1,4,0,63.35,63.35,63.35,0,0,9,264634,0,2018,0
132778,4,180530,0,1,4,0,32.06,32.06,32.06,0,0,9,264636,0,2018,0
132779,4,0,0,1,4,0,3.05,3.05,3.05,0,0,9,264638,0,2018,0
132780,4,180630,0,1,4,0,1.77,1.77,1.77,0,0,9,264640,0,2018,0
132781,4,180630,0,1,4,0,59.78,59.78,59.78,0,0,9,264642,0,2018,0
132782,4,180630,0,1,4,0,5.76,5.76,5.76,0,0,9,264644,0,2018,0
132783,4,180692,0,1,4,0,7.38,7.38,7.38,0,0,9,264647,0,2018,0
132784,1582,170771,0,1,4,0,47771.9,47771.9,47771.9,0,0,9,264657,6233,2018,0
132785,1811,0,0,1,4,0,369.56,369.56,369.56,0,0,10,264659,0,2018,0
132786,4,180550,0,1,4,0,-22.46,-22.46,-22.46,0,0,9,264662,0,2018,0
132787,4,180550,0,1,4,0,21.56,21.56,21.56,0,0,9,264664,0,2018,0
132788,4,180550,0,1,4,0,33.8,33.8,33.8,0,0,9,264666,0,2018,0
132789,4,180550,0,1,4,0,20.42,20.42,20.42,0,0,9,264668,0,2018,0
132790,4,180550,0,1,4,0,87.82,87.82,87.82,0,0,9,264670,0,2018,0
132791,4,180550,0,1,4,0,65.69,65.69,65.69,0,0,9,264672,0,2018,0
132792,4,180550,0,1,4,0,6.46,6.46,6.46,0,0,9,264674,0,2018,0
132793,4,180550,0,1,4,0,38.41,38.41,38.41,0,0,9,264676,0,2018,0
132794,4,180550,0,1,4,0,15.92,15.92,15.92,0,0,9,264678,0,2018,0
132795,4,180550,0,1,4,0,12.45,12.45,12.45,0,0,9,264680,0,2018,0
132796,4,180508,0,1,4,0,237.66,237.66,237.66,0,0,9,264682,0,2018,0
132797,4,0,0,1,4,0,40.67,40.67,40.67,0,0,9,264684,0,2018,0
132798,2009,180520,0,1,4,0,805.16,805.16,805.16,0,0,8,264689,6183,2018,0
132799,4,0,0,1,4,0,45.35,45.35,45.35,0,0,9,264690,0,2018,0
132800,4,180538,0,1,4,0,45.56,45.56,45.56,0,0,9,264692,0,2018,0
132801,4,180646,0,1,4,0,23.42,23.42,23.42,0,0,9,264694,0,2018,0
132802,4,180646,0,1,4,0,20.94,20.94,20.94,0,0,9,264696,0,2018,0
132803,4,180646,0,1,4,0,17.95,17.95,17.95,0,0,9,264698,0,2018,0
132804,4,180544,0,1,4,0,-37.44,-37.44,-37.44,0,0,9,264700,0,2018,0
132805,2009,0,0,1,4,0,3166.7,3166.7,3166.7,0,0,8,264702,6183,2018,0
132806,4,180544,0,1,4,0,45.2,45.2,45.2,0,0,9,264703,0,2018,0
132807,4,180544,0,1,4,0,45.22,45.22,45.22,0,0,9,264705,0,2018,0
132808,4,180545,0,1,4,0,-180.05,-180.05,-180.05,0,0,9,264707,0,2018,0
132809,4,180561,2,1,4,0,32.45,32.45,32.45,0,0,9,264709,0,2018,0
132810,4,2018090601,0,1,4,0,-31.71,-31.71,-31.71,0,0,9,264711,0,2018,0
132811,4,180596,0,1,4,0,62.94,62.94,62.94,0,0,9,264713,0,2018,0
132812,4,180596,0,1,4,0,17.52,17.52,17.52,0,0,9,264715,0,2018,0
132813,4,180596,0,1,4,0,54.9,54.9,54.9,0,0,9,264717,0,2018,0
132814,4,180544,0,1,4,0,33.75,33.75,33.75,0,0,9,264722,0,2018,0
132815,4,180508,0,1,4,0,126.86,126.86,126.86,0,0,9,264724,0,2018,0
132816,4,180719,0,1,4,0,85.39,85.39,85.39,0,0,9,264726,0,2018,0
132817,4,180545,0,1,4,0,49.84,49.84,49.84,0,0,9,264728,0,2018,0
132818,4,180544,0,1,4,0,16.54,16.54,16.54,0,0,9,264730,0,2018,0
132819,4,180544,0,1,4,0,51.87,51.87,51.87,0,0,9,264732,0,2018,0
132820,4,180538,0,1,4,0,60.95,60.95,60.95,0,0,9,264734,0,2018,0
132821,4,0,0,1,4,0,131.02,131.02,131.02,0,0,9,264736,0,2018,0
132822,4,180537,0,1,4,0,2.58,2.58,2.58,0,0,9,264738,0,2018,0
132823,4,170425,0,1,4,0,235,235,235,0,0,9,264740,0,2018,0
132824,2673,0,0,1,4,0,25.31,25.31,25.31,0,0,9,264743,6234,2018,0
132825,2067,0,0,1,4,0,40,40,40,0,0,10,264744,6234,2018,0
132826,2068,180550,0,1,4,0,24.25,24.25,24.25,0,0,9,264745,6234,2018,0
132827,2036,180641,0,1,4,0,12.26,12.26,12.26,0,0,9,264746,6234,2018,0
132828,3,180315,0,1,5,0,0,29.6,0,29.6,29.6,9,264747,6235,2018,0
132829,97,180315,0,1,4,0,29.01,29.6,29.6,0,0,9,264748,6235,2018,0
132830,97,180536,0,1,4,0,71.78,73.24,73.24,0,0,9,264749,6235,2018,0
132831,97,180536,0,1,4,0,29.01,29.6,29.6,0,0,9,264750,6235,2018,0
132832,97,180561,0,1,4,0,-5.35,-5.35,-5.35,0,0,9,264751,6235,2018,0
132833,97,180561,2,1,4,0,7.79,7.95,7.95,0,0,9,264752,6235,2018,0
132834,97,180642,0,1,4,0,51.62,52.67,52.67,0,0,9,264753,6235,2018,0
132835,97,0,0,1,4,0,56.84,58,58,0,0,9,264754,6235,2018,0
132836,97,180655,0,1,4,0,396.26,404.35,404.35,0,0,9,264755,6235,2018,0
132837,97,180538,0,1,4,0,22.45,22.91,22.91,0,0,9,264756,6235,2018,0
132838,97,180708,0,1,4,0,81.73,83.4,83.4,0,0,9,264757,6235,2018,0
132839,97,180692,0,1,4,0,29.74,30.35,30.35,0,0,9,264758,6235,2018,0
132840,97,180646,0,1,4,0,3.49,3.56,3.56,0,0,9,264759,6235,2018,0
132841,97,180690,0,1,4,0,63.41,64.7,64.7,0,0,9,264760,6235,2018,0
132842,3,180681,0,1,4,0,149.38,150.78,150.78,0,0,9,264761,6235,2018,0
132843,3,180437,0,1,4,0,206.12,208.2,208.2,0,0,9,264762,6235,2018,0
132844,3,180437,0,1,4,0,122.58,123.82,123.82,0,0,9,264763,6235,2018,0
132845,3,180437,0,1,4,0,107.07,108.15,108.15,0,0,9,264764,6235,2018,0
132846,3,180437,0,1,4,0,22.48,22.71,22.71,0,0,9,264765,6235,2018,0
132847,3,180694,0,1,4,0,6.36,6.42,6.42,0,0,9,264766,6235,2018,0
132848,3,180388,0,1,4,0,54.97,55.51,55.51,0,0,9,264767,6235,2018,0
132849,3,180583,0,1,4,0,-37.8,-37.8,-37.8,0,0,9,264768,6235,2018,0
132850,3,180642,0,1,4,0,11.58,11.7,11.7,0,0,9,264769,6235,2018,0
132851,3,180642,0,1,4,0,33.09,33.42,33.42,0,0,9,264770,6235,2018,0
132852,3,180642,0,1,4,0,110.96,112.05,112.05,0,0,9,264771,6235,2018,0
132853,3,180655,0,1,4,0,117.85,119.04,119.04,0,0,9,264772,6235,2018,0
132854,3,180512,1,1,4,0,318.37,321.59,321.59,0,0,9,264773,6235,2018,0
132855,3,180312,0,1,4,0,168.15,169.84,169.84,0,0,9,264774,6235,2018,0
132856,3,180470,0,1,4,0,-40.76,-40.76,-40.76,0,0,9,264775,6235,2018,0
132857,3,180470,0,1,4,0,-35.89,-35.89,-35.89,0,0,9,264776,6235,2018,0
132858,3,180605,0,1,4,0,30.73,31.05,31.05,0,0,9,264777,6235,2018,0
132859,3,180605,0,1,4,0,24.06,24.3,24.3,0,0,9,264778,6235,2018,0
132860,3,180605,0,1,4,0,18.32,18.51,18.51,0,0,9,264779,6235,2018,0
132861,3,180605,0,1,4,0,-12.54,-12.54,-12.54,0,0,9,264780,6235,2018,0
132862,345,170771,0,1,4,0,11555.57,11791.4,11791.4,0,0,9,264785,6235,2018,0
132863,345,180315,0,1,4,0,1597.4,1630,1630,0,0,9,264786,6235,2018,0
132864,2251,0,0,1,4,0,623.28,623.28,623.28,0,0,9,264787,6235,2018,0
132865,284,180315,0,1,4,0,900.4,909.5,909.5,0,0,9,264788,6235,2018,0
132866,284,180681,0,1,4,0,367.78,371.5,371.5,0,0,9,264789,6235,2018,0
132867,284,180681,0,1,4,0,466.47,471.18,471.18,0,0,9,264790,6235,2018,0
132868,284,180618,0,1,4,0,1761.96,1761.96,1761.96,0,0,9,264791,6235,2018,0
132869,284,180618,0,1,4,0,33.5,33.5,33.5,0,0,9,264792,6235,2018,0
